Futterart;Bestand;code;Aufwuchs;Stadium;TS [g];NEL    [MJ];NEV   [MJ];UE [MJ];APDE [g];APDN [g];OS [g];RP [g];RF [g];NDF [g];ADF   [g];Zucker [g];vOS [%];aRP [%];RA [g];Ca [g];P [g];Mg [g];K [g];Na [g];Cl  [g];S  [g];Cu  [mg];Fe  [mg];Mn  [mg];Zn  [mg];Co  [mg];Se  [mg]; [];Lysin [g/kg TS];Methionin [g/kg TS];Leucin [g/kg TS];Histidin [g/kg TS];Phenylalanin [g/kg TS];Threonin [g/kg TS];Isoleucin [g/kg TS];Valin [g/kg TS];Arginin [g/kg TS]
Grünfutter;Ackerbohnen;A19;andere Futtermittel;vor Blüte;150;5.9;6;10.22867654;92;122;900;200;260;;;;73;75;100;15.5;3.5;3.3;23;2;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Hülsenansatz;250;5.9;5.9;10.13977497;93;105;920;170;270;;;;72;70;80;15.5;3.5;3.3;23;2;;;;;;;;;;;;;;;;;;
Grünfutter;Erbsen;A20;andere Futtermittel;Blüte;150;6.5;6.7;11.08567161;98;122;920;200;220;;;;78;75;80;16.2;3.3;3.2;23;0.4;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Grüne Erbsen;200;6.3;6.4;10.71358667;95;99;930;160;240;;;;76;70;70;16.2;3.3;3.2;23;0.4;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Gelbe Erbsen;300;6.1;6.2;10.44661778;92;93;935;150;260;;;;74;70;65;16.2;3.3;3.2;23;0.4;;;;;;;;;;;;;;;;;;
Grünfutter;Landsbergergemenge;A21;andere Futtermittel;früh;100;6.6;6.9;11.18183085;107;159;880;260;180;;;;80;75;120;9.1;3;1.6;27;0.5;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;120;5.5;5.6;9.603901986;86;93;890;150;300;;;;71;70;110;9.1;3;1.6;27;0.5;;;;;;;;;;;;;;;;;;
Grünfutter;Wickhafer;A22;andere Futtermittel;früh;100;6.4;6.6;10.77862043;103;153;870;250;200;;;;78;75;130;9.1;-;1.1;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;120;5.8;5.9;10.04330961;94;111;880;180;260;;;;74;70;120;9.1;-;1.1;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;Chinakohl;A23;andere Futtermittel;früh;80;6.4;6.7;10.7873787;96;122;870;200;130;;;;80;75;130;23;-;1.5;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;120;6.1;6.4;10.37989042;91;93;880;150;200;;;;78;70;120;23;-;1.5;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;Markstammkohl;A24;andere Futtermittel;früh;100;6.4;6.7;10.6995003;92;110;850;180;130;;;;82;75;150;24;3.5;1.5;29;1.7;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;150;6.1;6.3;10.25894;85;74;860;120;200;;;;79;70;140;24;3.5;1.5;29;1.7;;;;;;;;;;;;;;;;;;
Grünfutter;Raps;A25;andere Futtermittel;früh;100;6.3;6.6;10.57017297;94;122;840;200;160;;;;81;75;160;20;4.6;1.9;32;1.3;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;130;5.7;5.9;9.79620718;88;93;860;150;250;;;;75;70;140;20;4.6;1.9;32;1.3;;;;;;;;;;;;;;;;;;
Grünfutter;Winterrübsen;A26;andere Futtermittel;früh;100;6.4;6.7;10.73439984;97;128;850;210;150;;;;81;75;150;15;5;1.9;27;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;spät;120;6.1;6.3;10.32578876;93;99;870;160;250;;;;78;70;130;15;5;1.9;27;-;;;;;;;;;;;;;;;;;;
Grünfutter;Sonnenblumen;A27;andere Futtermittel;vor Blüte;100;5.9;6.1;9.987775931;90;99;850;160;150;;;;77;70;150;18;2.4;2.9;39;0.4;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Blüte;140;4.9;4.8;8.57076;74;74;860;120;250;;;;66;70;140;18;2.4;2.9;39;0.4;;;;;;;;;;;;;;;;;;
Grünfutter;Rübenblätter;A28;andere Futtermittel;ohne Köpfe;130;6.1;6.4;10.24820678;87;98;820;160;130;;;;82;75;180;21;2.8;5;46;7.2;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;mit Köpfen;140;6.2;6.6;10.37204874;85;85;820;140;120;;;;84;75;180;12.4;2.5;4.8;35;9.5;;;;;;;;;;;;;;;;;;
Silage;Hafer;A40;andere Futtermittel;im Schossen;170;5.8;5.9;9.904357524;67;84;885;145;265;;;;74;78;115;4.9;3.1;-;30;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Rispenschieben;220;4.9;4.8;8.784425;56;61;895;105;325;;;;65;75;105;4.9;3;-;26;-;;;;;;;;;;;;;;;;;;
Silage;Weizen;A41;andere Futtermittel;Milchreife;300;5;4.9;8.89088;53;47;920;80;325;;;;64;75;80;2.6;2.3;1.3;18;2.3;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Teigreife;400;4.5;4.3;8.19628;48;44;920;75;315;;;;59;75;80;2.6;2.3;1.3;18;2.3;;;;;;;;;;;;;;;;;;
Silage;Mais ganze Pflanze ;A42;andere Futtermittel;Milchreife;220;6.20830814;6.377678676;10.59401006;70.53254687;55.92630912;940.54;90.12;222.18;474.635182;256.54217;35;72.66937291;72;59.46;2.6;2.9;0.9;18;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Beginn Teigreife;260;6.338819313;6.538090323;10.78653899;68.07168245;51.02375872;946.1;82.22;204.53;449.397447;237.012445;40;73.55519936;72;53.9;2.3;2.7;0.9;13;0.1;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;"Teigreife, Kolbenanteil 55 %,
normale Bedingungen";320;6.274771279;6.446986294;10.70624863;64.06579579;47.474064;950.05;76.5;210.3675;457.7444883;243.4716388;30;72.7041438;72;49.95;2.1;2.6;0.9;13;0.1;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Teigreife, Kolbenanteil 60 %, günstige Bedingungen;320;6.465367634;6.690371017;10.9767244;65.98525442;48.404928;953.35;78;193.41;433.496959;224.708165;20;74.28287281;72;46.65;1.945;2.614;1.02;11.99;0.1;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;"Teigreife, Kolbenanteil 45 %,
ungünstige Bedingungen";320;5.679518573;5.689670323;9.851694251;57.4356759;42.7576864;941.25;68.9;262.9725;532.9643778;301.6790713;15;67.5264996;72;58.75;2.65;2.339;0.93;14.99;0.1;;;;;;;;;;;;;;;;;;
Silage;Gerste;A43;andere Futtermittel;Milchreife;300;5;4.9;8.9392;57;61;925;105;300;;;;64;75;75;6.5;4;1.5;46;0.6;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Teigreife;400;4.7;4.5;8.4711;53;55;935;95;280;;;;60;75;65;6.5;4;1.5;46;0.6;;;;;;;;;;;;;;;;;;
Silage;Roggen;A44;andere Futtermittel;im Schossen;170;6;6.1;10.24343194;74;96;895;165;220;;;;75;75;105;6;3.5;1.3;31;0.6;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Rispenschieben;220;5.7;5.7;9.77725;63;61;925;105;280;;;;70;75;75;6;3.5;1.3;31;0.6;;;;;;;;;;;;;;;;;;
Silage;Triticale;A45;andere Futtermittel;Milchreife;300;5;4.9;8.989785;53;44;945;75;380;;;;63;75;55;-;-;-;-;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Teigreife;400;4.8;4.5;8.5617;51;44;945;75;315;;;;60;75;55;-;-;-;-;-;;;;;;;;;;;;;;;;;;
Silage;Ackerbohnen;A46;andere Futtermittel;vor Blüte;170;5.6;5.6;9.721343662;72;122;895;210;285;;;;69;78;105;9.9;3.3;-;20;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Hülsenansatz;250;5.5;5.4;9.624427869;71;105;915;180;290;;;;68;75;85;9.9;3.3;-;20;-;;;;;;;;;;;;;;;;;;
Silage;Erbsen;A47;andere Futtermittel;Blüte;170;6.1;6.3;10.56397525;80;122;915;210;240;;;;74;75;85;14;2.5;2.2;17;1;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Grüne Erbsen;220;5.9;5.9;10.16255302;75;96;925;165;260;;;;72;73;75;14;2.5;2.2;17;1;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Gelbe Erbsen;300;5.6;5.6;9.761943056;72;90;930;155;280;;;;69;72;70;14;2.5;2.2;17;1;;;;;;;;;;;;;;;;;;
Silage;Landsbergergemenge;A48;andere Futtermittel;früh;120;6.4;6.6;10.91407353;85;157;875;270;205;;;;78;78;125;8.7;3;1.7;33;0.5;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;spät;140;5.2;5.1;;65;90;885;155;345;;;;67;75;115;8.7;3;1.7;33;0.5;;;;;;;;;;;;;;;;;;
Silage;Wickhafer;A49;andere Futtermittel;früh;120;6.1;6.3;10.51747166;81;151;865;260;230;;;;76;78;135;9.1;-;1.1;-;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;spät;140;5.6;5.6;9.64586725;72;108;875;185;300;;;;71;75;125;9.1;-;1.1;-;-;;;;;;;;;;;;;;;;;;
Silage;Sonnenblumen;A50;andere Futtermittel;vor Blüte;120;5.5;5.6;9.601394808;72;96;845;165;175;;;;74;72;155;17.4;1.8;4.8;30;-;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;Blüte;160;4.6;4.4;8.15185968;58;73;855;125;290;;;;63;72;145;17.4;1.8;4.8;30;-;;;;;;;;;;;;;;;;;;
Silage;Rübenblätter;A51;andere Futtermittel;ohne Köpfe;150;6;6.3;10.10237974;75;101;815;165;150;;;;81;75;185;21;2.8;5;46;7.2;;;;;;;;;;;;;;;;;;
Silage;;;andere Futtermittel;mit Köpfen;160;6.1;6.4;10.22499821;73;88;815;145;140;;;;83;75;185;12.9;2.4;4.1;26;6.4;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Mais ganze Pflanze ;A70;andere Futtermittel;Beginn Teigreife;880;6.367752277;6.564617219;10.83958905;69.90857192;51.5710016;952.2;80.62;206.44;452.128556;239.12586;125;73.44342848;60;47.8;2.3;2.7;0.9;13;0.1;;;;;;;;;;;;;;;;;;
künstlich getrocknet;;;andere Futtermittel;"Teigreife, Kolbenanteil 55 %,
normale Bedingungen";880;6.413188583;6.617032906;10.91051504;69.01494621;48.583696;956;75.95;200.35;443.420465;232.387275;90;73.63014601;60;44;2.1;2.6;0.9;13;0.1;;;;;;;;;;;;;;;;;;
künstlich getrocknet;;;andere Futtermittel;Teigreife, Kolbenanteil 60 %, günstige Bedingungen;880;6.594673287;6.849555835;11.16664232;70.98955393;49.5752;958.95;77.5;184.2;420.32758;214.5173;80;75.12680921;60;41.05;1.945;2.614;1.02;11.99;0.1;;;;;;;;;;;;;;;;;;
künstlich getrocknet;;;andere Futtermittel;"Teigreife, Kolbenanteil 45 %,
ungünstige Bedingungen";880;5.845400934;5.891673595;10.10076275;61.96721249;43.626176;948.3;68.2;250.45;515.058455;287.822925;65;68.71898268;60;51.7;2.65;2.339;0.93;14.99;0.1;;;;;;;;;;;;;;;;;;
